Vertices: 2394385
Edges: 5021410
Elapsed time for processing: 418.7485749721527 secs.
Number of superbubbles found: 4737.
<1000229,1621777>
<1517853,1517854>
<151857,881206>
<1519811,1532320>
<1519835,1519836>
<1520291,1718668>
<1520865,1520866>
<1521072,1540164>
<1521215,1521216>
<1522360,1589485>
<1522412,1522413>
<1523591,1523592>
<1523607,1523608>
<1523666,1523667>
<1523799,1523800>
<1524206,1524207>
<1524223,1524224>
<1524995,1524996>
<1525035,1525036>
<1526237,1526238>
<152648,1368169>
<1527370,1527371>
<1527654,1527655>
<1528467,1528468>
<1528941,2391564>
<1530287,1530288>
<1530653,1530654>
<1530781,1929244>
<1531191,1531192>
<1531373,1534160>
<153201,153202>
<1532038,1532039>
<1532394,1636071>
<153252,216687>
<1533015,1533016>
<1533154,1533155>
<1534569,1661882>
<1534658,1534659>
<1534908,1692514>
<1534909,1534910>
<1535444,1535445>
<1535815,1535816>
<1535823,1535824>
<1536130,1536131>
<1536551,1751820>
<1536915,1536916>
<153762,829395>
<153767,153768>
<1538130,1538131>
<153826,1196482>
<1538313,1538314>
<1539321,2215146>
<1539425,1539426>
<1539991,1539992>
<1540418,1540419>
<1540492,1181620>
<1541167,1541168>
<1541875,1541876>
<1542263,1542264>
<1543312,1543313>
<1544105,1544106>
<1544373,1884957>
<1544852,1544853>
<1544901,1544902>
<1545551,1548879>
<1545877,2260150>
<1545925,1545926>
<1546880,1631497>
<1548133,2213320>
<1548183,1753995>
<1548220,1548221>
<1548512,1548513>
<1548682,1578737>
<1548944,1548945>
<1549531,1549532>
<1549810,1549811>
<1549818,1549819>
<1549893,1549894>
<1550105,1550106>
<1550512,2211644>
<1550673,1582564>
<1550810,1550811>
<1551651,1551652>
<1552633,1552634>
<1552704,1552705>
<1552734,1552735>
<155277,854654>
<1553447,1553448>
<1554839,1554840>
<1554841,1562270>
<1556354,1796255>
<1556788,1681158>
<1558856,1558857>
<1559665,1559666>
<1559680,1559681>
<1560116,1560117>
<1560978,1560979>
<1561010,1561011>
<1561166,1569766>
<1561768,1561769>
<1561821,1561822>
<1561958,1561959>
<1563729,1563730>
<1563732,1563733>
<1563760,207268>
<1564299,1564300>
<1565261,1630229>
<1565509,1565550>
<1566156,1566157>
<1566382,1666493>
<1566599,1566600>
<1566692,1566693>
<156710,164719>
<1567534,1567535>
<1569031,1768641>
<1569350,2158430>
<1570641,1570642>
<1570913,1570914>
<1570962,1712755>
<1571248,1571249>
<1571331,1571332>
<1571371,1571372>
<1571372,1704909>
<1571660,1571661>
<1572221,1572222>
<157345,647141>
<1573893,1573894>
<157402,157403>
<1574860,1574861>
<1574930,2115785>
<157554,1924163>
<1575594,2256131>
<1578796,1578829>
<1578859,1578860>
<1581045,1581046>
<1581153,1581387>
<158143,37350>
<158145,215931>
<1582390,1582391>
<1582456,1582457>
<158260,158261>
<1583203,1583204>
<1585196,1585197>
<158527,158528>
<1585376,1585377>
<158671,179872>
<1586732,1586733>
<1587391,1587392>
<1587564,1587565>
<1587608,1587609>
<158780,174223>
<1588339,1588340>
<1589012,1589013>
<1589370,1589371>
<1589412,1589413>
<1591625,1591626>
<1592923,1903571>
<1593470,1593471>
<1593789,1593790>
<1594589,1594699>
<1594912,1626555>
<159530,164703>
<1595892,1595893>
<1596656,1596657>
<1597043,1623518>
<1597518,1628931>
<1597523,1615181>
<1598643,1598644>
<1599930,1599931>
<1600073,2214074>
<1600082,1600083>
<1602114,1602115>
<1602671,1602672>
<1602861,1635070>
<1603580,1603581>
<1603937,1603938>
<1603971,1603972>
<1605107,1605108>
<1606271,1606272>
<1606621,1606622>
<1608144,1608145>
<1608202,1608203>
<1609402,1646184>
<1609682,2087125>
<1610131,1610132>
<1610603,1618284>
<1610940,1610941>
<1611295,1611296>
<1611866,1611867>
<1612290,1734398>
<1612327,1612328>
<161323,161324>
<1614498,1614499>
<1614673,551140>
<1615018,1615019>
<1615470,1615471>
<1615474,1615475>
<1616371,1616372>
<1616430,1616431>
<161680,1016670>
<1616874,1616875>
<1617411,1617412>
<1618336,1618373>
<1618489,1621708>
<1618727,1618728>
<1619004,1697276>
<162001,464513>
<1620441,1620442>
<1621014,1621015>
<1621937,1621938>
<162223,415442>
<1622404,1622405>
<162301,162302>
<1623210,1623211>
<1623422,1623423>
<1623741,1623742>
<1624321,1667167>
<1624706,1624707>
<1625088,1658281>
<1625164,1627995>
<1627070,1627071>
<1627903,1627904>
<1627969,1628104>
<1628268,1628222>
<1628847,1628848>
<1630103,1630104>
<1630119,1630120>
<163071,1411233>
<1630749,1702790>
<1632977,1632978>
<1633578,1633579>
<1633847,1923815>
<1634213,1634214>
<1634586,1634587>
<1635204,1635205>
<1635514,1635515>
<1636331,1636332>
<1636841,1636842>
<1637474,1637475>
<1637595,1637596>
<1637990,1637991>
<1638402,1638403>
<1638544,1638545>
<1638582,1763535>
<1638953,1638954>
<1638956,1638957>
<1639311,1639312>
<1639432,1639433>
<1639500,1639501>
<1639661,1639662>
<1639961,1639962>
<1640319,1640320>
<1640572,1744688>
<1640633,1640634>
<1640768,1640769>
<164094,164095>
<1642589,1642590>
<1642668,1642669>
<1642773,1642774>
<1642830,1642831>
<1642861,1642862>
<1642904,1642905>
<1642917,1642918>
<164323,169350>
<1643591,1643592>
<1643645,1643646>
<1644469,1644470>
<1644482,1644483>
<164504,186157>
<1645196,1648205>
<1646023,1646024>
<1646030,1646031>
<1646520,1647662>
<1646825,1646826>
<1647621,18912>
<1647971,1647972>
<1648012,1648013>
<1649001,1649002>
<165004,165005>
<1651095,906297>
<1651374,1651375>
<165151,307377>
<1652248,2182449>
<1652813,1652814>
<1653547,1653548>
<1655320,1655321>
<1656500,1656501>
<165797,1577765>
<165890,165901>
<1659048,1659886>
<1659092,1659093>
<1659810,1659811>
<1660451,1660452>
<1661636,1661637>
<1662386,1725803>
<1662997,2013384>
<1664024,1664025>
<1664998,1664999>
<1665039,1665040>
<1665894,1665895>
<1666541,1666542>
<1667170,1667171>
<1667628,1667629>
<1667844,1667845>
<1667943,1667944>
<166865,2103681>
<16688,667076>
<1670215,1689303>
<167055,191537>
<1670751,1679822>
<1670849,1670850>
<1671224,1671225>
<1671371,1671372>
<167146,181584>
<1671538,1671539>
<1671595,1671596>
<167168,1778498>
<1671831,1671832>
<1671897,1671898>
<1673353,1673354>
<1673364,1918340>
<1673508,1673552>
<1673850,1673851>
<167394,167400>
<1674498,1674499>
<1675484,1675485>
<1675694,1680929>
<1677201,1677202>
<1678353,1678354>
<1679196,1679197>
<167939,245402>
<167952,865045>
<1679536,1679537>
<1679661,1679662>
<1679811,1679812>
<1680219,1680220>
<1680694,1680695>
<1681224,1830358>
<1681309,1681310>
<1681590,1681591>
<168228,1699552>
<1682406,1703434>
<1682910,1682911>
<1683014,1683015>
<1683027,1770542>
<168308,1981385>
<1683166,1683167>
<1683691,1683692>
<1683974,1683975>
<1684139,1706238>
<1685486,1685487>
<1685676,1685677>
<1685732,1685733>
<1686043,1686044>
<1686864,1805858>
<168743,168744>
<1689018,1689019>
<169082,171808>
<169084,1036676>
<1691134,1691194>
<1691338,1691339>
<1691437,1691438>
<1691786,1691787>
<1692895,1692896>
<1694227,1718678>
<1694383,1694384>
<1696652,1696653>
<1696994,1696995>
<1697348,1697349>
<1697417,1697418>
<1698351,1887075>
<1698405,1698406>
<1698469,1698470>
<169868,278818>
<1699080,1929663>
<1699858,1699859>
<1700226,308647>
<1701737,1701738>
<1701837,1701838>
<1701904,1701905>
<1703672,1936323>
<1704473,1813963>
<1704759,2025146>
<1707129,1707130>
<1707245,2309987>
<1708066,1708067>
<1708455,1708456>
<1708601,1708602>
<1709384,1709385>
<1709387,1709388>
<1710306,1710307>
<1711095,2313319>
<1711869,1711870>
<1712003,1798023>
<171204,728524>
<1712230,1712231>
<1712270,1712271>
<1712455,1712456>
<1712803,1967078>
<1713142,1713143>
<1715074,1715075>
<171630,210542>
<1716809,1716810>
<1716961,1716962>
<1717110,1717111>
<1718125,1718126>
<1718890,1718891>
<1719027,1719028>
<1719075,1719076>
<1719658,1724400>
<1720107,1720108>
<1720607,1720868>
<1721022,1795010>
<172134,333827>
<17223,17224>
<172398,172399>
<1724541,1724542>
<1724874,1724875>
<1725845,1725846>
<1726509,1726510>
<1726688,1726689>
<1726895,1726896>
<1727338,1727339>
<1727902,2229773>
<1728769,1728770>
<1728790,1728791>
<1730765,1730766>
<173077,518031>
<1730921,1730922>
<1730957,1756264>
<1731159,1731160>
<1731963,1731964>
<1732151,1732152>
<173217,497448>
<1732670,1732671>
<1733407,1733408>
<1733673,1849581>
<1734006,1811283>
<1734818,2259082>
<1734951,1734952>
<1735090,1735091>
<173529,205417>
<1735960,1735961>
<1736741,1736742>
<173707,173708>
<1737999,1738000>
<1738598,2089297>
<1738635,1738636>
<1739821,1765487>
<1740328,1740329>
<174136,514813>
<1741455,1741456>
<1742193,1742194>
<1742540,1742541>
<1742611,1742612>
<1743261,1743262>
<174410,264608>
<174448,174449>
<1744846,1744847>
<174609,1242049>
<174694,1749447>
<1747365,1747366>
<1747473,1747474>
<174807,1618546>
<1748417,1748418>
<1748479,1748480>
<174952,2254311>
<1752075,1752076>
<1752283,1793819>
<1753379,1753380>
<1754503,1754504>
<1755519,1755520>
<1755626,1755627>
<1755934,1759392>
<1757397,1757398>
<1757687,1757688>
<1757703,1757704>
<1757865,1757866>
<1758063,2071105>
<1758645,1758679>
<175909,175913>
<1759497,1759498>
<1759788,1792291>
<1759939,1759940>
<1760731,1772591>
<1761700,1761701>
<1761729,1761730>
<1762632,1762633>
<1762717,1762718>
<1763398,1763399>
<1763665,1830527>
<1763676,1763680>
<1763982,1763983>
<1764326,1764327>
<176449,314678>
<1764607,1764608>
<1764715,1764716>
<1765090,1765091>
<17654,17659>
<1765590,1765591>
<176603,183009>
<1766998,1766999>
<1767125,1767126>
<1768687,1768688>
<1769392,1769393>
<1769396,1769397>
<1769954,1769955>
<177036,771416>
<1770844,1770845>
<1771262,1771263>
<177143,315276>
<1772531,1772532>
<1772548,1772549>
<1772855,1772856>
<1773050,1778188>
<1773095,1773096>
<1773812,1773813>
<1774345,1774346>
<1774492,1833901>
<1774861,1774862>
<1775005,1775006>
<1775839,2282155>
<1775970,1775971>
<1776036,1776037>
<1776425,1776426>
<1777084,1815649>
<1778190,222887>
<177865,565844>
<1778682,1778683>
<1778950,1778951>
<1779875,1779876>
<1780082,1780083>
<1781652,1781653>
<1782672,2114075>
<178378,178379>
<1783985,1783986>
<1784182,1784183>
<1785195,1785196>
<1785760,1785761>
<178644,1994488>
<1787468,1787469>
<1787684,1787685>
<1789389,1789390>
<1789419,1789420>
<179025,179026>
<1790580,1790581>
<1790639,1790640>
<1790674,1790675>
<179098,1322482>
<1791681,1791682>
<1792295,1792296>
<1792497,1792498>
<1792764,1792765>
<179297,179310>
<1793103,1793104>
<1793784,2046958>
<1793872,1830927>
<1794097,1794137>
<1794295,2192309>
<1794296,1794297>
<1796148,1796149>
<1796401,1796402>
<17965,17966>
<1798159,2256667>
<1798431,1798432>
<1798858,1798859>
<1798965,1798966>
<1799532,1840717>
<1799966,1799967>
<1800080,1847404>
<180018,286319>
<1800325,1800326>
<1800436,1800437>
<1801105,1801106>
<1801379,1807921>
<1801380,1801381>
<1801528,1801603>
<1802013,1802014>
<180208,180209>
<1802855,1802856>
<1802869,1802870>
<180357,197326>
<1803728,1803729>
<180399,261320>
<1804477,1804478>
<1804889,1804890>
<1807287,1815776>
<1807577,1807578>
<1807722,1807723>
<1808471,2012102>
<1808632,1808633>
<1809939,1809940>
<1809989,1809990>
<1810147,1810148>
<181134,183389>
<1812173,1812174>
<1812306,1812307>
<1812884,1812885>
<1813314,2232857>
<1814470,1814471>
<1815180,1815181>
<181519,181525>
<181525,181530>
<1815570,1815571>
<1816288,1816289>
<1817494,1817495>
<181816,1412836>
<1818376,1818377>
<1819787,1819788>
<1820545,1820546>
<1820565,1820566>
<1820611,1820612>
<1821449,1821450>
<1821600,1856834>
<1822900,1822901>
<1823157,1823158>
<1824537,1824538>
<1824595,1840522>
<1824722,1824723>
<182523,182524>
<1825452,1873952>
<1826360,1826361>
<1827005,1827006>
<1827309,1827310>
<1827370,1827371>
<1828258,2050635>
<1829025,1829026>
<1829718,1829719>
<1829779,1829780>
<1829818,1829819>
<1830419,1830420>
<1831718,1941716>
<1832317,1832318>
<1832512,1832513>
<1833408,1833409>
<1833708,1899479>
<1833926,1833927>
<1834186,1834187>
<1835054,1835055>
<183515,632650>
<1836069,1836070>
<183627,734465>
<1836368,1836369>
<1837264,1837265>
<1837661,2158055>
<1838963,1838964>
<1839534,1839535>
<1840107,1840108>
<1840921,1840922>
<1841200,1841201>
<1841934,1896681>
<1842372,2174580>
<1842409,1842410>
<1843159,1923715>
<184377,1218562>
<1844526,1844527>
<1845009,1845010>
<1845370,1845371>
<1845803,1845804>
<1846424,1846425>
<1847454,1847455>
<1848097,1848098>
<1848634,1848635>
<1849672,1849673>
<1850311,1850312>
<1852095,1852096>
<1852150,1852151>
<1852285,1852286>
<1852323,1033474>
<185273,185278>
<1854146,1854147>
<1854172,1854173>
<1854175,1854176>
<1855057,1892990>
<1855215,1855216>
<1856145,1856146>
<1856571,2348064>
<1856613,1856614>
<1857072,1857073>
<1857182,1857183>
<1857367,1857368>
<1857740,1857741>
<1858974,1858975>
<1859231,2158474>
<186112,186126>
<1861578,1861579>
<186169,454849>
<1862220,1862221>
<1862242,1909640>
<1862531,1871376>
<1863501,1863502>
<1863585,1863586>
<1864140,2298315>
<1865450,1878947>
<1865524,1865525>
<1865582,1865583>
<1866784,1866785>
<186712,658079>
<1867467,1867468>
<1867477,1867478>
<1867621,1867622>
<1867845,1883864>
<1868274,1868275>
<1868996,1868997>
<187097,1155019>
<1871515,1871516>
<1871909,1871910>
<1872024,1872025>
<1872026,1917030>
<1872542,2385149>
<1872709,1872710>
<1872752,1872753>
<187304,1483015>
<1873722,1873723>
<1874173,1874174>
<187430,187431>
<1874791,1874792>
<1875134,1875135>
<1875381,1875382>
<1876190,1876191>
<1876707,2095511>
<1877357,1877358>
<1878750,1878751>
<18791,1909718>
<1879326,2098649>
<1879886,1879887>
<1880079,2048531>
<1880483,1880484>
<1880669,2174653>
<1880700,2169262>
<1881864,1881865>
<1882480,1887889>
<1883408,2031027>
<1883752,1894186>
<1884261,1884262>
<1884435,1884436>
<188488,229006>
<188518,950913>
<1885817,1943291>
<1885839,1885840>
<1886289,2201439>
<1886771,1886772>
<1888584,1888585>
<1888785,1888786>
<1889551,1889552>
<1892663,1892664>
<1894650,2150455>
<1895490,1895491>
<189557,189558>
<1895707,1895708>
<1896182,1896183>
<1896584,1989844>
<1896834,1896835>
<1897282,1897283>
<1898592,1898638>
<1898854,1898855>
<189899,200461>
<1899006,1899007>
<1899414,1899415>
<1899514,1899515>
<1900052,2375368>
<1900236,1900237>
<1900276,1900277>
<1900745,1907228>
<1900868,1900869>
<1901004,1901005>
<1902011,1902012>
<190241,646724>
<1902572,1923566>
<1902867,1902868>
<1904487,2016664>
<1904553,1904554>
<1904762,1905039>
<190549,190550>
<190569,190570>
<1906987,1914765>
<1907605,1907716>
<1908796,2014362>
<1909009,1909010>
<1909025,1909026>
<1909830,1909831>
<1911204,1985344>
<1911395,1911396>
<1912125,1912126>
<1912189,1912190>
<191242,191808>
<1912731,1912732>
<191312,337176>
<1913242,1913243>
<1915175,1915176>
<1915978,1915979>
<1916135,1916136>
<1916742,1941018>
<191848,635722>
<1918545,1918546>
<1918776,1983580>
<191889,191890>
<1919258,1919259>
<1920428,1920429>
<1920940,1920941>
<192103,1204397>
<1922298,1922299>
<1924145,1924146>
<1924231,1924232>
<192441,1669324>
<1925581,2181849>
<1925653,1925654>
<1925834,1925835>
<1925957,1925958>
<1926263,2346324>
<1926388,1926389>
<1926812,1926813>
<1926813,1929021>
<1927024,1927025>
<192764,1948547>
<1927914,1927915>
<1927977,1927978>
<192837,192838>
<1928895,1928896>
<1929848,1929849>
<1930566,1930567>
<1932041,1932042>
<1932564,1932565>
<193260,193261>
<193273,193279>
<1933318,1933335>
<1934135,1934136>
<193499,193500>
<1936231,1936232>
<1936639,2185879>
<1936673,1949558>
<1937193,1937194>
<1937521,1937522>
<1937563,1937564>
<1937792,1937793>
<1938779,1938780>
<1939922,1939923>
<1940505,1989394>
<1940997,1940998>
<1941709,1941710>
<1941880,1941930>
<1942438,1954568>
<1943006,2232188>
<194316,194317>
<1944008,1944009>
<1944700,1944704>
<1945622,2122661>
<1946702,1946703>
<1946903,1946904>
<1946970,1946971>
<1947328,1947329>
<1948200,1948201>
<1948273,1948274>
<1948431,2002342>
<1949396,2365946>
<1949829,1977010>
<1950216,1950217>
<1951438,1951439>
<1951854,1951855>
<1952140,2035348>
<1953450,1953451>
<1953709,1953710>
<1954299,1954300>
<1954649,2159967>
<1955696,2077493>
<1956730,1956840>
<1956836,1956837>
<1957262,1957263>
<1958418,1958419>
<195903,665432>
<1959153,1974796>
<1959451,1962833>
<1960128,1960129>
<1961486,1961487>
<1962045,1962046>
<1962101,1962102>
<1962513,1962514>
<1962819,1962820>
<1963444,1963445>
<196388,641763>
<1964472,1964473>
<1965318,1965325>
<1965764,1965765>
<1968237,1968238>
<1968601,270274>
<1968642,1968643>
<1968796,1968797>
<1969807,1969808>
<1969867,1979931>
<1969887,1969888>
<1970635,1970636>
<1970917,1970918>
<1973383,2008183>
<1975189,2001311>
<1976108,1976109>
<1976360,1976361>
<1976602,1976603>
<1977823,1977824>
<1978143,1978668>
<1979748,1979749>
<1979882,2107934>
<1980024,1982518>
<1981452,1981453>
<1981828,1981829>
<1982091,1982092>
<1982754,1982755>
<1983385,1983386>
<1983432,1983433>
<1984623,1984624>
<1984769,1984770>
<1984802,1984988>
<1985734,1985735>
<1985973,1985974>
<1986940,1986941>
<198697,816587>
<1987104,1987105>
<1987793,1987794>
<1987911,1987912>
<198812,198813>
<19884,681308>
<1988931,1988932>
<198936,198987>
<1990359,1990360>
<1990611,1990612>
<199120,199121>
<1991271,1991272>
<1992102,1992103>
<1994084,1994085>
<1994638,1994639>
<1994761,2060419>
<19948,19949>
<1994852,1994853>
<1994999,1995000>
<19952,19953>
<1995275,1995276>
<1998869,2016810>
<1999609,1999610>
<1999948,1999949>
<2000709,2000710>
<200085,1601057>
<2001516,2001517>
<2002144,2002145>
<2004811,2004812>
<2005415,2005416>
<2005820,2005920>
<2006109,2006110>
<2006465,2006466>
<2006522,2006523>
<2006724,2006725>
<2007259,2007260>
<2008008,2143263>
<200890,2009201>
<2009156,2009157>
<2010198,2010199>
<201142,1507226>
<2011654,2011655>
<2011998,2011999>
<2012617,2132909>
<2012633,2075310>
<2012686,2012687>
<2013142,2013143>
<201359,202248>
<2013682,2013683>
<2014302,2041541>
<2014447,2014448>
<201611,1537934>
<2016136,2016276>
<2016705,2186355>
<201694,201695>
<2017185,2017186>
<2019244,2019245>
<2019335,2019336>
<2019343,2019344>
<2019572,2019573>
<2021131,2021132>
<20220,1275895>
<2022227,2368497>
<2022840,2025471>
<2023480,2023481>
<2023842,2023843>
<2024522,2011654>
<2024665,2218183>
<2024901,2024902>
<2025472,2062024>
<2026276,2026277>
<2026632,2026633>
<2027241,2027242>
<2027407,2027408>
<2027787,2027788>
<2028643,2062148>
<2028861,2028862>
<2029026,2029027>
<2029484,2029485>
<2030083,2030084>
<2030330,2030331>
<2031719,2031720>
<2031777,2343784>
<2033952,2200177>
<2034526,2019335>
<2034985,2252667>
<2038038,2038039>
<2039595,2039596>
<2039607,2039864>
<2039753,2039754>
<2039781,2039782>
<2040413,2040414>
<204171,763148>
<2041720,2041721>
<2042199,2042200>
<204252,1809880>
<2042533,2042534>
<2042854,2042855>
<2043216,2043217>
<2044945,2044946>
<2045677,2045678>
<204583,217643>
<2046609,2046610>
<204697,1863424>
<2047284,2047285>
<2049709,2054776>
<2050220,2066525>
<2051859,2051860>
<2052369,2052370>
<2053093,2084791>
<2055378,2055379>
<2056700,2056701>
<2057973,2057974>
<2058840,2058841>
<2058973,2058974>
<2059345,2059346>
<2059374,2059375>
<2059973,2064562>
<2060702,2060703>
<2061550,2061551>
<2062024,2062025>
<2062246,2062247>
<2062275,2062276>
<2062365,2062366>
<2062419,2062420>
<2063156,2063157>
<2063199,2063200>
<2064041,2064275>
<2064473,2064474>
<2064663,2064664>
<206661,206662>
<2066989,2066990>
<2070022,2070023>
<2070580,2070581>
<2070719,2070720>
<207108,1255578>
<2072312,2072313>
<2072706,2072707>
<2072994,2195019>
<2073727,2073728>
<2073931,2073932>
<2074581,2074582>
<2075277,2075278>
<2075313,2299272>
<2075888,2105084>
<2077429,2077430>
<2078005,2078006>
<2078202,2078203>
<2078550,2258304>
<2079767,2079768>
<2080289,2080290>
<2080692,2087440>
<2080877,2080878>
<2083622,2083623>
<2084766,2093667>
<2085262,2085263>
<2086382,2086383>
<2087265,2087683>
<2087342,2206199>
<2087862,2087863>
<2088935,2088936>
<208900,208901>
<2089136,2089137>
<2089295,2089296>
<2089340,2089341>
<2089849,2089850>
<2090925,2090926>
<2091053,2091054>
<2091311,2319652>
<2092856,2092857>
<2092891,2237770>
<2093420,2191195>
<2093533,2317318>
<2093747,2257880>
<2094628,2094629>
<2094668,2094669>
<2095620,2095621>
<209583,209584>
<2097318,2097319>
<209816,209817>
<2100165,2100166>
<2102814,2268301>
<2103214,2389713>
<2103902,2103903>
<2110129,2110130>
<2110203,2110204>
<2110632,2110633>
<2110799,2110800>
<2111113,2111114>
<2111312,2111313>
<2113646,2115306>
<2113874,2113875>
<2114263,2114264>
<2114706,2114707>
<2114926,2114927>
<2115162,2115163>
<2115694,2116173>
<2116013,2140977>
<2116620,2222810>
<2118031,2118032>
<2118362,2118363>
<2118477,2118478>
<2118948,2118949>
<2119064,2119065>
<2119888,2119889>
<2120051,2120052>
<212028,212029>
<212129,245447>
<2124280,2226334>
<2124448,2124449>
<2124481,2124482>
<2124579,2203606>
<2127547,2127548>
<2128433,2128434>
<2128719,2129319>
<2129256,2311470>
<2129836,2129837>
<2131014,2131015>
<2131237,2131272>
<2131715,2131716>
<2131934,2230567>
<2132104,2132105>
<2132343,2132363>
<2133929,2133930>
<2134028,2134029>
<2134102,2156452>
<2134462,2134463>
<213469,213470>
<2135035,2135036>
<213552,214280>
<2136437,2136438>
<213644,1438166>
<2136674,2136675>
<2137024,2137025>
<2137260,2137261>
<213916,578375>
<2139531,2159666>
<2140334,2140335>
<2142342,2142343>
<2142689,2142690>
<2143333,2143334>
<2145389,2270787>
<2147260,2155275>
<2147674,2147675>
<214801,226798>
<2148064,2148065>
<2150814,2150815>
<2150939,2203943>
<215169,1525883>
<215190,1081817>
<2152033,2152034>
<2152035,2152036>
<2152849,2303309>
<2154227,2154228>
<2155021,2155022>
<2155525,2155526>
<215559,215560>
<2156181,2158757>
<2156528,2156529>
<2158264,2158265>
<2158741,2158742>
<2159455,2159462>
<2159492,2159493>
<2159659,2159660>
<2159925,2159926>
<2160287,2160288>
<2161848,2161849>
<2162675,2162676>
<2163067,2163068>
<2164025,2166825>
<2164115,2164116>
<2164547,2164548>
<2165661,2165662>
<2165725,2165726>
<2166072,2166470>
<2166151,2166152>
<2167707,2167708>
<2168363,2177105>
<216886,964268>
<2170052,2170053>
<2170413,2170414>
<2170634,2170635>
<2172095,2172096>
<2172390,2172391>
<217329,1017376>
<217545,255171>
<2175844,2175845>
<2175908,2185008>
<2176212,2176213>
<217654,2122961>
<2177529,2177530>
<2178609,2182821>
<2178652,2178653>
<2179666,2191750>
<2179754,2179755>
<2180291,2180292>
<2181329,2181330>
<2182588,2182589>
<2183044,2254877>
<2183764,2183765>
<2183957,2183958>
<218464,222211>
<2185075,2185076>
<2185517,2185518>
<2186867,2186868>
<2187274,2187275>
<2188821,2229021>
<21892,21893>
<2190443,2190444>
<2190667,2190668>
<2191866,2191867>
<2192886,2192887>
<2194004,2194005>
<2194083,2290781>
<2194497,2194580>
<2195883,2195884>
<2197661,2197662>
<2199469,2355395>
<2199756,2199757>
<2200297,2356038>
<2200671,2200672>
<2200943,2200944>
<2201192,2201193>
<220214,220215>
<2202385,2202386>
<2202805,2202806>
<220289,220290>
<220390,1583186>
<2204423,2204424>
<2204994,2204995>
<2206500,2206501>
<2206666,2206667>
<2207663,2207664>
<2208148,2208149>
<2208630,2208631>
<2209180,2209181>
<2209334,2209335>
<220962,236894>
<2210213,2210214>
<2210332,2210333>
<2210365,2210366>
<2210665,2210666>
<2210733,2210734>
<2210898,2210899>
<2211669,2211670>
<2211908,2211909>
<2215119,2215120>
<2216692,247874>
<2217268,2367433>
<2218017,527594>
<2218111,2218112>
<2218541,2226806>
<2219541,2219542>
<222036,222037>
<2221285,2221286>
<2221862,2334360>
<2222171,2334778>
<2222550,2222551>
<2223012,2223013>
<222416,222617>
<2225296,2225297>
<222551,222552>
<2227188,2227189>
<2228004,2228005>
<2228318,2228337>
<2230276,2230277>
<2230420,2283268>
<223071,1169357>
<223090,665271>
<2231165,2231166>
<223166,249177>
<2231999,2232000>
<2232293,2232294>
<2233724,2237184>
<223410,728939>
<2234646,2234647>
<2234735,2234736>
<22354,22355>
<2235748,2273069>
<223610,524626>
<223614,223615>
<2236820,2236821>
<2237803,2237804>
<2237818,2237819>
<2238012,2238013>
<2238315,2238316>
<2240137,2248038>
<2242159,1714430>
<2242739,2242740>
<2244234,2244235>
<2246303,2246304>
<224634,224635>
<2246956,2246957>
<2247293,2247294>
<2248124,2274317>
<2249007,2249008>
<2249089,2249090>
<2249207,2249208>
<2249721,2249722>
<2251785,2251786>
<2252164,2252165>
<2252635,2252636>
<2255302,809455>
<2257502,2257503>
<2259021,2259022>
<2261393,427675>
<2264815,2259348>
<2267274,2267275>
<2267303,2267304>
<2268547,2268548>
<2270632,2270633>
<2272004,2272005>
<2272167,2272168>
<2273327,2273328>
<227348,227349>
<2273884,2273885>
<2274261,2326728>
<2274659,2274660>
<227510,703163>
<2275560,2275561>
<2276436,2276437>
<2276532,2276533>
<227741,227742>
<2278920,2278921>
<2279755,2279756>
<2280527,2280528>
<2281762,2281763>
<2282789,2282790>
<2284407,2284408>
<2285828,2285829>
<2286610,2286611>
<2287344,2287345>
<2287403,2287404>
<2287423,2287424>
<2288742,2288743>
<2289321,2289426>
<2290067,2290068>
<229045,229046>
<2291103,2291104>
<229121,314560>
<2292099,2313434>
<2294119,2294120>
<2296074,2296075>
<2297244,2297245>
<2298212,2298213>
<2298275,2298276>
<2299873,2318268>
<2300606,2300607>
<230095,230096>
<2301555,2321975>
<2302943,2302944>
<2303676,2303677>
<2304126,2304127>
<2304825,2304826>
<2304906,2304929>
<2305214,2305215>
<2307672,2307673>
<2309130,2346256>
<2310007,2310008>
<2311638,2311778>
<2312253,2312254>
<231229,422967>
<2312964,2312965>
<23133,23134>
<2313394,2393080>
<2313686,2319873>
<2314973,2314974>
<2315248,2315249>
<2315788,2315789>
<2316074,2316075>
<2317007,2317008>
<2317285,2317286>
<2318030,2318073>
<2318141,2348119>
<2318969,2318970>
<231915,231921>
<2321152,2362008>
<2322380,2322381>
<2323174,2323175>
<2324291,2324292>
<2326197,2326198>
<2326982,2326983>
<2328372,2366896>
<2328489,2328490>
<2328564,2328565>
<2328788,2328789>
<2332826,2332827>
<2334353,2334354>
<2334893,2334894>
<2335268,2335269>
<2335335,2335409>
<2336501,2336657>
<2336633,2336634>
<233731,233732>
<2337518,2337519>
<2340269,2340270>
<2340430,2340431>
<2340996,2340997>
<2342603,2342604>
<2343268,2343269>
<2343283,2343331>
<2345058,2345059>
<2345157,2345158>
<2345878,2345879>
<2346654,2346655>
<2346781,2352747>
<2346913,2347649>
<2347991,2361928>
<2348795,2348796>
<2350337,2350338>
<2352410,2352411>
<2353007,2358653>
<2353243,2353244>
