Vertices: 265214
Edges: 420045
Elapsed time for processing: 16.67007088661194 secs.
Number of superbubbles found: 13285.
<10000,10001>
<127921,127922>
<127936,127937>
<12794,12795>
<127943,127944>
<127948,127949>
<127957,127958>
<12796,12797>
<127960,127961>
<127964,127965>
<127979,127980>
<12798,12799>
<127998,127999>
<12800,12801>
<12802,12803>
<12804,12805>
<128044,128045>
<12806,12807>
<128061,128062>
<128066,128067>
<128072,128073>
<12808,12809>
<128086,128087>
<128094,128095>
<128096,128097>
<12810,12811>
<128107,128108>
<12812,12813>
<12814,12815>
<12816,12817>
<12819,12820>
<128200,128201>
<12821,12822>
<12823,12824>
<12826,12827>
<12828,12829>
<128285,128286>
<128290,128291>
<12830,12831>
<12832,12833>
<12834,12835>
<12836,12837>
<12838,12839>
<12840,12841>
<128409,128410>
<12842,12843>
<128423,128424>
<128429,128430>
<128437,128438>
<12844,12845>
<128442,128443>
<12846,12847>
<12848,12849>
<128492,128493>
<12850,12851>
<128510,128511>
<12852,12853>
<12854,12855>
<128546,128547>
<128550,128551>
<128553,128554>
<12856,12857>
<128565,128566>
<128570,128571>
<128573,128574>
<128579,128580>
<12858,12859>
<128582,128583>
<128587,128588>
<128598,128599>
<12860,12861>
<128600,128601>
<128603,128604>
<128606,128607>
<128614,128615>
<12862,12863>
<128623,128624>
<128626,128627>
<128628,128629>
<128631,128632>
<128638,128639>
<12864,12865>
<128655,128656>
<12866,12867>
<128677,128678>
<12868,12869>
<128746,128747>
<12884,12885>
<128861,128862>
<12887,12888>
<128886,128887>
<128892,128893>
<128898,128899>
<12890,12891>
<128900,128901>
<12893,12894>
<128931,128932>
<12895,12896>
<12897,12898>
<128973,128974>
<128987,128988>
<12899,12900>
<128999,129000>
<129003,129004>
<12901,12902>
<129016,129017>
<129022,129023>
<12903,12904>
<129044,129045>
<12905,12906>
<129056,129057>
<129060,129061>
<129065,129066>
<129068,129069>
<12907,12908>
<129077,129078>
<12909,12910>
<129092,129093>
<129108,129109>
<12911,12912>
<129113,129114>
<129120,129121>
<129124,129125>
<129128,129129>
<12913,12914>
<129138,129139>
<129140,129141>
<129146,129147>
<12915,12916>
<129163,129164>
<129165,129166>
<129167,129168>
<12917,12918>
<129170,129171>
<129172,129173>
<129178,129179>
<129183,129184>
<129187,129188>
<12919,12920>
<129205,129206>
<129208,129209>
<12921,12922>
<12923,12924>
<129244,129245>
<129248,129249>
<12925,12926>
<129253,129254>
<129262,129263>
<12927,12928>
<129271,129272>
<129273,129274>
<129285,129286>
<12929,12930>
<129291,129292>
<129293,129294>
<129300,129301>
<129302,129303>
<129306,129307>
<12931,12932>
<129321,129322>
<129328,129329>
<129333,129334>
<12934,12935>
<129341,129342>
<129343,129344>
<129347,129348>
<129350,129351>
<129358,129359>
<12936,12937>
<129363,129364>
<129366,129367>
<12938,12939>
<129386,129387>
<129388,129389>
<129395,129396>
<129397,129398>
<129399,129400>
<12940,12941>
<129405,129406>
<129416,129417>
<129418,129419>
<12942,12943>
<129425,129426>
<129427,129428>
<129429,129430>
<129434,129435>
<129436,129437>
<12944,12945>
<129440,129441>
<129442,129443>
<129450,129451>
<129457,129458>
<12946,12947>
<129470,129471>
<129474,129475>
<12948,12949>
<129481,129482>
<129492,129493>
<12950,12951>
<129503,129504>
<129507,129508>
<129510,129511>
<129513,129514>
<129522,129523>
<129524,129525>
<12953,12954>
<129540,129541>
<129542,129543>
<129547,129548>
<12955,12956>
<129554,129555>
<129565,129566>
<129567,129568>
<12957,12958>
<129572,129573>
<129575,129576>
<129577,129578>
<12959,12960>
<129597,129598>
<129603,129604>
<12961,12962>
<129610,129611>
<129620,129621>
<129627,129628>
<129631,129632>
<129633,129634>
<129635,129636>
<12964,12965>
<129640,129641>
<129643,129644>
<129652,129653>
<12966,12967>
<129666,129667>
<129668,129669>
<129673,129674>
<129675,129676>
<129677,129678>
<129679,129680>
<12968,12969>
<129681,129682>
<129683,129684>
<129690,129691>
<129693,129694>
<12970,12971>
<129709,129710>
<129712,129713>
<12972,12973>
<129729,129730>
<129731,129732>
<129733,129734>
<129738,129739>
<12974,12975>
<129749,129750>
<12976,12977>
<129767,129768>
<12978,12979>
<12980,12981>
<129808,129809>
<129821,129822>
<129826,129827>
<12983,12984>
<12985,12986>
<129857,129858>
<129863,129864>
<129866,129867>
<12987,12988>
<129875,129876>
<12989,12990>
<129898,129899>
<12991,12992>
<12993,12994>
<129935,129936>
<129939,129940>
<129943,129944>
<12995,12996>
<129958,129959>
<129965,129966>
<12997,12998>
<129983,129984>
<12999,13000>
<129996,129997>
<130001,130002>
<130005,130006>
<13001,13002>
<130021,130022>
<13003,13004>
<130039,130040>
<130041,130042>
<130043,130044>
<13005,13006>
<130056,130057>
<130064,130065>
<13007,13008>
<130075,130076>
<13009,13010>
<130100,130101>
<130104,130105>
<130108,130109>
<13011,13012>
<130114,130115>
<130117,130118>
<13013,13014>
<130139,130140>
<130146,130147>
<13015,13016>
<130155,130156>
<130157,130158>
<130161,130162>
<13017,13018>
<130171,130172>
<130173,130174>
<130177,130178>
<130188,130189>
<13019,13020>
<130190,130191>
<13022,13023>
<130232,130233>
<130236,130237>
<13024,13025>
<130244,130245>
<130255,130256>
<13026,13027>
<13028,13029>
<130281,130282>
<130294,130295>
<13030,13031>
<13032,13033>
<13034,13035>
<130343,130344>
<130358,130359>
<130367,130368>
<13037,13038>
<130374,130375>
<130388,130389>
<13039,13040>
<130394,130395>
<130401,130402>
<13041,13042>
<130412,130413>
<130426,130427>
<13043,13044>
<13045,13046>
<13047,13048>
<13049,13050>
<130508,130509>
<13051,13052>
<130525,130526>
<13053,13054>
<130533,130534>
<13055,13056>
<13057,13058>
<130570,130571>
<130572,130573>
<13059,13060>
<130601,130602>
<13061,13062>
<130626,130627>
<13063,13064>
<130632,130633>
<130639,130640>
<130645,130646>
<130649,130650>
<13065,13066>
<130660,130661>
<130665,130666>
<13067,13068>
<130672,130673>
<130676,130677>
<13069,13070>
<130694,130695>
<130709,130710>
<13071,13072>
<130713,130714>
<13075,13076>
<130759,130760>
<13077,13078>
<130787,130788>
<130796,130797>
<13080,13081>
<130812,130813>
<13082,13083>
<13084,13085>
<13086,13087>
<13088,13089>
<130887,130888>
<13090,13091>
<13092,13093>
<130920,130921>
<130930,130931>
<13095,13096>
<130959,130960>
<13097,13098>
<130974,130975>
<13099,13100>
<130995,130996>
<13101,13102>
<131023,131024>
<13103,13104>
<13105,13106>
<131056,131057>
<131064,131065>
<13107,13108>
<131074,131075>
<131087,131088>
<131089,131090>
<13109,13110>
<131091,131092>
<131099,131100>
<13111,13112>
<131116,131117>
<131121,131122>
<131127,131128>
<131129,131130>
<13113,13114>
<131143,131144>
<131147,131148>
<13115,13116>
<131152,131153>
<131155,131156>
<131161,131162>
<13117,13118>
<131172,131173>
<131174,131175>
<131182,131183>
<131185,131186>
<13119,13120>
<13121,13122>
<13123,13124>
<13125,13126>
<13128,13129>
<131357,131358>
<131396,131397>
<1314,1315>
<131425,131426>
<131482,131483>
<131485,131486>
<131500,131501>
<131535,131536>
<131538,131539>
<131543,131544>
<131546,131547>
<131569,131570>
<131574,131575>
<131580,131581>
<131585,131586>
<131596,131597>
<131602,131603>
<131608,131609>
<131612,131613>
<131614,131615>
<131616,131617>
<131625,131626>
<131627,131628>
<131629,131630>
<131634,131635>
<131636,131637>
<131647,131648>
<131654,131655>
<131667,131668>
<131679,131680>
<131715,131716>
<131724,131725>
<131738,131739>
<131759,131760>
<131776,131777>
<131788,131789>
<131795,131796>
<131829,131830>
<131838,131839>
<131841,131842>
<131900,131901>
<131923,131924>
<131930,131931>
<131940,131941>
<131942,131943>
<131946,131947>
<131948,131949>
<131960,131961>
<131980,131981>
<131994,131995>
<132013,132014>
<132018,132019>
<132022,132023>
<132030,132031>
<132032,132033>
<132035,132036>
<132046,132047>
<132065,132066>
<132069,132070>
<132074,132075>
<132081,132082>
<132083,132084>
<132093,132094>
<132100,132101>
<132108,132109>
<132112,132113>
<132118,132119>
<132130,132131>
<132132,132133>
<132153,132154>
<132156,132157>
<132162,132163>
<132164,132165>
<132167,132168>
<132169,132170>
<132174,132175>
<132179,132180>
<132181,132182>
<132184,132185>
<132187,132188>
<132192,132193>
<132197,132198>
<132204,132205>
<132209,132210>
<132214,132215>
<132220,132221>
<132222,132223>
<132230,132231>
<132234,132235>
<132250,132251>
<132262,132263>
<132268,132269>
<132271,132272>
<132273,132274>
<132275,132276>
<132277,132278>
<132280,132281>
<132283,132284>
<132285,132286>
<132287,132288>
<132290,132291>
<132295,132296>
<132297,132298>
<132316,132317>
<132325,132326>
<132329,132330>
<132331,132332>
<132333,132334>
<132339,132340>
<132353,132354>
<132355,132356>
<132362,132363>
<132365,132366>
<132367,132368>
<132371,132372>
<132373,132374>
<132378,132379>
<132383,132384>
<132389,132390>
<132394,132395>
<132398,132399>
<132400,132401>
<132405,132406>
<132414,132415>
<132419,132420>
<132425,132426>
<132429,132430>
<132447,132448>
<132454,132455>
<132461,132462>
<132470,132471>
<132475,132476>
<132487,132488>
<132489,132490>
<132493,132494>
<132497,132498>
<132500,132501>
<132502,132503>
<132504,132505>
<132506,132507>
<132514,132515>
<132516,132517>
<132528,132529>
<132532,132533>
<132537,132538>
<132539,132540>
<132543,132544>
<132548,132549>
<132551,132552>
<132555,132556>
<132567,132568>
<132576,132577>
<132585,132586>
<132589,132590>
<132594,132595>
<132596,132597>
<132598,132599>
<132602,132603>
<132610,132611>
<132614,132615>
<132618,132619>
<132621,132622>
<132625,132626>
<132627,132628>
<132629,132630>
<132635,132636>
<132647,132648>
<132652,132653>
<132673,132674>
<132684,132685>
<132693,132694>
<132696,132697>
<132714,132715>
<132716,132717>
<132722,132723>
<132724,132725>
<132731,132732>
<132734,132735>
<132744,132745>
<132748,132749>
<132751,132752>
<132753,132754>
<132757,132758>
<132796,132797>
<132807,132808>
<132885,132886>
<132897,132898>
<132914,132915>
<132944,132945>
<133001,133002>
<133022,133023>
<133036,133037>
<133050,133051>
<133079,133080>
<133096,133097>
<133108,133109>
<133115,133116>
<133149,133150>
<133165,133166>
<133169,133170>
<133176,133177>
<133180,133181>
<133205,133206>
<133207,133208>
<133214,133215>
<133241,133242>
<133265,133266>
<133276,133277>
<133286,133287>
<133298,133299>
<133303,133304>
<133320,133321>
<133328,133329>
<133339,133340>
<133406,133407>
<133438,133439>
<133509,133510>
<133524,133525>
<133571,133572>
<133600,133601>
<133604,133605>
<133607,133608>
<133686,133687>
<133719,133720>
<133724,133725>
<133738,133739>
<133790,133791>
<1338,1339>
<133808,133809>
<133813,133814>
<133841,133842>
<133849,133850>
<133852,133853>
<133860,133861>
<133862,133863>
<133866,133867>
<133868,133869>
<133886,133887>
<133900,133901>
<133916,133917>
<133934,133935>
<133950,133951>
<133964,133965>
<133999,134000>
<134001,134002>
<134037,134038>
<134065,134066>
<134112,134113>
<134157,134158>
<134170,134171>
<134175,134176>
<134196,134197>
<134200,134201>
<134230,134231>
<134288,134289>
<134311,134312>
<134318,134319>
<134331,134332>
<134333,134334>
<134339,134340>
<134343,134344>
<134349,134350>
<134364,134365>
<134366,134367>
<134385,134386>
<134391,134392>
<134435,134436>
<134446,134447>
<134450,134451>
<134452,134453>
<134454,134455>
<134467,134468>
<134469,134470>
<134475,134476>
<134488,134489>
<134515,134516>
<134586,134587>
<134592,134593>
<134666,134667>
<134682,134683>
<134804,134805>
<134823,134824>
<134849,134850>
<134854,134855>
<134892,134893>
<134910,134911>
<134926,134927>
<134945,134946>
<134952,134953>
<134962,134963>
<134978,134979>
<134987,134988>
<134995,134996>
<135003,135004>
<135007,135008>
<135025,135026>
<135028,135029>
<135037,135038>
<135046,135047>
<135052,135053>
<135064,135065>
<135150,135151>
<135197,135198>
<135200,135201>
<135217,135218>
<135223,135224>
<135225,135226>
<135230,135231>
<135264,135265>
<135297,135298>
<135337,135338>
<135350,135351>
<135380,135381>
<135392,135393>
<135394,135395>
<135396,135397>
<135435,135436>
<135442,135443>
<135454,135455>
<135457,135458>
<135466,135467>
<135471,135472>
<135474,135475>
<135517,135518>
<135564,135565>
<135567,135568>
<135590,135591>
<135593,135594>
<135597,135598>
<135629,135630>
<135631,135632>
<135636,135637>
<135638,135639>
<135640,135641>
<135642,135643>
<135647,135648>
<135652,135653>
<135682,135683>
<135684,135685>
<135692,135693>
<135724,135725>
<135743,135744>
<135750,135751>
<135752,135753>
<135766,135767>
<135784,135785>
<135813,135814>
<135818,135819>
<135832,135833>
<135836,135837>
<135839,135840>
<135841,135842>
<135845,135846>
<135852,135853>
<135855,135856>
<135860,135861>
<135864,135865>
<135866,135867>
<135878,135879>
<135884,135885>
<135889,135890>
<135897,135898>
<135930,135931>
<135932,135933>
<136016,136017>
<136025,136026>
<136075,136076>
<136079,136080>
<136098,136099>
<136101,136102>
<136141,136142>
<136151,136152>
<13618,13619>
<136204,136205>
<136206,136207>
<136251,136252>
<136269,136270>
<136276,136277>
<13630,13631>
<136317,136318>
<136320,136321>
<136322,136323>
<136340,136341>
<136370,136371>
<136389,136390>
<136407,136408>
<136416,136417>
<136441,136442>
<136472,136473>
<136527,136528>
<136772,136773>
<136798,136799>
<13682,13683>
<136849,136850>
<136856,136857>
<136858,136859>
<136866,136867>
<136873,136874>
<136880,136881>
<136892,136893>
<136895,136896>
<136907,136908>
<136939,136940>
<136959,136960>
<13696,13697>
<136974,136975>
<137027,137028>
<137040,137041>
<137079,137080>
<137179,137180>
<137241,137242>
<137278,137279>
<13738,13739>
<13767,13768>
<13773,13774>
<137756,137757>
<137807,137808>
<137810,137811>
<137822,137823>
<137826,137827>
<137862,137863>
<137879,137880>
<137883,137884>
<137892,137893>
<137912,137913>
<137919,137920>
<137932,137933>
<137955,137956>
<137967,137968>
<137978,137979>
<138012,138013>
<138069,138070>
<13812,13813>
<138150,138151>
<13818,13819>
<13821,13822>
<138259,138260>
<138289,138290>
<138358,138359>
<13838,13839>
<13852,13853>
<138528,138529>
<138548,138549>
<138550,138551>
<138562,138563>
<138570,138571>
<138574,138575>
<138579,138580>
<138589,138590>
<138596,138597>
<138599,138600>
<138601,138602>
<138620,138621>
<138638,138639>
<138645,138646>
<138657,138658>
<138669,138670>
<138716,138717>
<138772,138773>
<138788,138789>
<138798,138799>
<138804,138805>
<138812,138813>
<13886,13887>
<138872,138873>
<138885,138886>
<138887,138888>
<138924,138925>
<138928,138929>
<138945,138946>
<138973,138974>
<139037,139038>
<139042,139043>
<139052,139053>
<139054,139055>
<139063,139064>
<139091,139092>
<139096,139097>
<139103,139104>
<139108,139109>
<139160,139161>
<139168,139169>
<139179,139180>
<139187,139188>
<139189,139190>
<139197,139198>
<139206,139207>
<139215,139216>
<139220,139221>
<139226,139227>
<139229,139230>
<139231,139232>
<139233,139234>
<139241,139242>
<139252,139253>
<139283,139284>
<139312,139313>
<139348,139349>
<139409,139410>
<13942,13943>
<139424,139425>
<139433,139434>
<139454,139455>
<139468,139469>
<139484,139485>
<139491,139492>
<13953,13954>
<13957,13958>
<13959,13960>
<139607,139608>
<139618,139619>
<139639,139640>
<139656,139657>
<139662,139663>
<139681,139682>
<139683,139684>
<139703,139704>
<139761,139762>
<139766,139767>
<139769,139770>
<139773,139774>
<139778,139779>
<139790,139791>
<139807,139808>
<139816,139817>
<139872,139873>
<139894,139895>
<139916,139917>
<139920,139921>
<139922,139923>
<139932,139933>
<13996,13997>
<139971,139972>
<13998,13999>
<140096,140097>
<140105,140106>
<140148,140149>
<140244,140245>
<140256,140257>
<140259,140260>
<140264,140265>
<140277,140278>
<140283,140284>
<140301,140302>
<140303,140304>
<140366,140367>
<140374,140375>
<140421,140422>
<140466,140467>
<14058,14059>
<140592,140593>
<140610,140611>
<140612,140613>
<140616,140617>
<140626,140627>
<140632,140633>
<140641,140642>
<140648,140649>
<140658,140659>
<140682,140683>
<140698,140699>
<140712,140713>
<140800,140801>
<140812,140813>
<140820,140821>
<14085,14086>
<140864,140865>
<140912,140913>
<140920,140921>
<140922,140923>
<140924,140925>
<140949,140950>
<140956,140957>
<140963,140964>
<140969,140970>
<140971,140972>
<140978,140979>
<140981,140982>
<140983,140984>
<140987,140988>
<140992,140993>
<140996,140997>
<141000,141001>
<141004,141005>
<141062,141063>
<141111,141112>
<141126,141127>
<141130,141131>
<141134,141135>
<141146,141147>
<141171,141172>
<141201,141202>
<141204,141205>
<141253,141254>
<141260,141261>
<141283,141284>
<141286,141287>
<141289,141290>
<141298,141299>
<141302,141303>
<141305,141306>
<141330,141331>
<141333,141334>
<141337,141338>
<141350,141351>
<141358,141359>
<14137,14138>
<141370,141371>
<141372,141373>
<141387,141388>
<141398,141399>
<141407,141408>
<141413,141414>
<141415,141416>
<141419,141420>
<141424,141425>
<141431,141432>
<141438,141439>
<141446,141447>
<141448,141449>
<141455,141456>
<141462,141463>
<141467,141468>
<141475,141476>
<141477,141478>
<141495,141496>
<141497,141498>
<141502,141503>
<141509,141510>
<141512,141513>
<141514,141515>
<141516,141517>
<141518,141519>
<141523,141524>
<141540,141541>
<141543,141544>
<141571,141572>
<141587,141588>
<141593,141594>
<141595,141596>
<141598,141599>
<141602,141603>
<141609,141610>
<141616,141617>
<141637,141638>
<141640,141641>
<141642,141643>
<141650,141651>
<141668,141669>
<141676,141677>
<141679,141680>
<141700,141701>
<141702,141703>
<141719,141720>
<141732,141733>
<141735,141736>
<141746,141747>
<141756,141757>
<141761,141762>
<141765,141766>
<141781,141782>
<141829,141830>
<141897,141898>
<141899,141900>
<141915,141916>
<141966,141967>
<142053,142054>
<142068,142069>
<142079,142080>
<142089,142090>
<142097,142098>
<142099,142100>
<142107,142108>
<142110,142111>
<142118,142119>
<142129,142130>
<142139,142140>
<142143,142144>
<142154,142155>
<142158,142159>
<142160,142161>
<142164,142165>
<142179,142180>
<142191,142192>
<142200,142201>
<142203,142204>
<142211,142212>
<142213,142214>
<142217,142218>
<142234,142235>
<142238,142239>
<142243,142244>
<142265,142266>
<142269,142270>
<142272,142273>
<142285,142286>
<142310,142311>
<142349,142350>
<142401,142402>
<142406,142407>
<142533,142534>
<142538,142539>
<142544,142545>
<142571,142572>
<142586,142587>
<142599,142600>
<142612,142613>
<142624,142625>
<142635,142636>
<142648,142649>
<142663,142664>
<142666,142667>
<142677,142678>
<142680,142681>
<142683,142684>
<142712,142713>
<14274,14275>
<142768,142769>
<142799,142800>
<142839,142840>
<142897,142898>
<142903,142904>
<142910,142911>
<142924,142925>
<142933,142934>
<142964,142965>
<143021,143022>
<143028,143029>
<143031,143032>
<143040,143041>
<143050,143051>
<143065,143066>
<143069,143070>
<143123,143124>
<143125,143126>
<143160,143161>
<143177,143178>
<143181,143182>
<143199,143200>
<143205,143206>
<143209,143210>
<143221,143222>
<143239,143240>
<143263,143264>
<143289,143290>
<143317,143318>
<143359,143360>
<143362,143363>
<143497,143498>
<143514,143515>
<143517,143518>
<143519,143520>
<143524,143525>
<143537,143538>
<143550,143551>
<143578,143579>
<14362,14363>
<143621,143622>
<143648,143649>
<143653,143654>
<143658,143659>
<143685,143686>
<143690,143691>
<143707,143708>
<143712,143713>
<143716,143717>
<143726,143727>
<143728,143729>
<143742,143743>
<143753,143754>
<143755,143756>
<143757,143758>
<143759,143760>
<143761,143762>
<143763,143764>
<143765,143766>
<143767,143768>
<143769,143770>
<143771,143772>
<143773,143774>
<143775,143776>
<143777,143778>
<143779,143780>
<143781,143782>
<143783,143784>
<143785,143786>
<143787,143788>
<143789,143790>
<143791,143792>
<143795,143796>
<143797,143798>
<143799,143800>
<143801,143802>
<143803,143804>
<143805,143806>
<143807,143808>
<143809,143810>
<143811,143812>
<143813,143814>
<143815,143816>
<143817,143818>
<143819,143820>
<143821,143822>
<143823,143824>
<143825,143826>
<143827,143828>
<143829,143830>
<143831,143832>
<143833,143834>
<143835,143836>
<143837,143838>
<143839,143840>
<143841,143842>
<143843,143844>
<143845,143846>
<143847,143848>
<143849,143850>
<143851,143852>
<143853,143854>
<143855,143856>
<143857,143858>
<143859,143860>
<143861,143862>
<143863,143864>
<143865,143866>
<143867,143868>
<143869,143870>
<143871,143872>
<143873,143874>
<143875,143876>
<143877,143878>
<143879,143880>
<143881,143882>
<143883,143884>
<143885,143886>
<143887,143888>
<143889,143890>
<143891,143892>
<143893,143894>
<143895,143896>
<143897,143898>
<143899,143900>
<143901,143902>
<143903,143904>
<143905,143906>
<143907,143908>
<143909,143910>
<143911,143912>
<143913,143914>
<143915,143916>
<143917,143918>
<143919,143920>
<143921,143922>
<143923,143924>
<143925,143926>
<143945,143946>
<143962,143963>
<143978,143979>
<144066,144067>
<144134,144135>
<144144,144145>
<144157,144158>
<144170,144171>
<144172,144173>
<144176,144177>
<144183,144184>
<144198,144199>
<144215,144216>
<144219,144220>
<144229,144230>
<144241,144242>
<144275,144276>
<144277,144278>
<144287,144288>
<144318,144319>
<144320,144321>
<144330,144331>
<144336,144337>
<144366,144367>
<144379,144380>
<144389,144390>
<144393,144394>
<144397,144398>
<144408,144409>
<144412,144413>
<144416,144417>
<144424,144425>
<144427,144428>
<144435,144436>
<144445,144446>
<144459,144460>
<144474,144475>
<144476,144477>
<144491,144492>
<144509,144510>
<144512,144513>
<144526,144527>
<144530,144531>
<144544,144545>
<144546,144547>
<144550,144551>
<144554,144555>
<144557,144558>
<144560,144561>
<144566,144567>
<144569,144570>
<144572,144573>
<144577,144578>
<144585,144586>
<144596,144597>
<144603,144604>
<144607,144608>
<144611,144612>
<144616,144617>
<144638,144639>
<144648,144649>
<144650,144651>
<144659,144660>
<144662,144663>
<144667,144668>
<144672,144673>
<144674,144675>
<144676,144677>
<144678,144679>
<144683,144684>
<144693,144694>
<144696,144697>
<144698,144699>
<144705,144706>
<144707,144708>
<144717,144718>
<144720,144721>
<144722,144723>
<144724,144725>
<144727,144728>
<144738,144739>
<144740,144741>
<144742,144743>
<144744,144745>
<144746,144747>
<144754,144755>
<144757,144758>
<144763,144764>
<144772,144773>
<144779,144780>
<144782,144783>
<144784,144785>
<144790,144791>
<144798,144799>
<144803,144804>
<144812,144813>
<144814,144815>
<144816,144817>
<144830,144831>
<144839,144840>
<144844,144845>
<144860,144861>
<144885,144886>
<144922,144923>
<144944,144945>
<144967,144968>
<144972,144973>
<145000,145001>
<145013,145014>
<145132,145133>
<145140,145141>
<145145,145146>
<145151,145152>
<145179,145180>
<145181,145182>
<145188,145189>
<145191,145192>
<145202,145203>
<145204,145205>
<145213,145214>
<145219,145220>
<145224,145225>
<145231,145232>
<145233,145234>
<145246,145247>
<145249,145250>
<145256,145257>
<145262,145263>
<145272,145273>
<145274,145275>
<145290,145291>
<145294,145295>
<145296,145297>
<145302,145303>
<145304,145305>
<145308,145309>
<145384,145385>
<145432,145433>
<145439,145440>
<145609,145610>
<145669,145670>
<145698,145699>
<145709,145710>
<145718,145719>
<145737,145738>
<145740,145741>
<145744,145745>
<145752,145753>
<145755,145756>
<145761,145762>
<145769,145770>
<145780,145781>
<145788,145789>
<145794,145795>
<145808,145809>
<145810,145811>
<145817,145818>
<145834,145835>
<145838,145839>
<14585,14586>
<14590,14591>
<145911,145912>
<145923,145924>
<145939,145940>
<146015,146016>
<146050,146051>
<146069,146070>
<146146,146147>
<146177,146178>
<146192,146193>
<146195,146196>
<146197,146198>
<146202,146203>
<146206,146207>
<146210,146211>
<146213,146214>
<146216,146217>
<146224,146225>
<146226,146227>
<146228,146229>
<146239,146240>
<146244,146245>
<146257,146258>
<146286,146287>
<146297,146298>
<146360,146361>
<146365,146366>
<146403,146404>
<146423,146424>
<146485,146486>
<146489,146490>
<146515,146516>
<146549,146550>
<146557,146558>
<146584,146585>
<146597,146598>
<146604,146605>
<146608,146609>
<146614,146615>
<146617,146618>
<146621,146622>
<146629,146630>
<146632,146633>
<146643,146644>
<146655,146656>
<146691,146692>
<146717,146718>
<146761,146762>
<146817,146818>
<146829,146830>
<146929,146930>
<146943,146944>
<146961,146962>
<146966,146967>
<146968,146969>
<146975,146976>
<146977,146978>
<146996,146997>
<147015,147016>
<147037,147038>
<147044,147045>
<147051,147052>
<147054,147055>
<147058,147059>
<147060,147061>
<147076,147077>
<147080,147081>
<147083,147084>
<147087,147088>
<147089,147090>
<147091,147092>
<147093,147094>
<147101,147102>
<147109,147110>
<147113,147114>
<147151,147152>
<147165,147166>
<147170,147171>
<147180,147181>
<147195,147196>
<147198,147199>
<147213,147214>
<147242,147243>
<147274,147275>
<147278,147279>
<147290,147291>
<147299,147300>
<147301,147302>
<147320,147321>
<147322,147323>
<147528,147529>
<147538,147539>
<147588,147589>
<147599,147600>
<147617,147618>
<147619,147620>
<147625,147626>
<147631,147632>
<147639,147640>
<147653,147654>
<147656,147657>
<147658,147659>
<147667,147668>
<147670,147671>
<147699,147700>
<147702,147703>
<147706,147707>
<147709,147710>
<147712,147713>
<147714,147715>
<147716,147717>
<147720,147721>
<147729,147730>
<147733,147734>
<147735,147736>
<147739,147740>
<147762,147763>
<147774,147775>
<147776,147777>
<147784,147785>
<147792,147793>
<147820,147821>
<147822,147823>
<147844,147845>
<147854,147855>
<147866,147867>
<147965,147966>
<147986,147987>
<147996,147997>
<148022,148023>
<148029,148030>
<148048,148049>
<148078,148079>
<148085,148086>
<148106,148107>
<148119,148120>
<148124,148125>
<148161,148162>
<148166,148167>
<148176,148177>
<148184,148185>
<148187,148188>
<148200,148201>
<148205,148206>
<148208,148209>
<148211,148212>
<148214,148215>
<148233,148234>
<148250,148251>
<148271,148272>
<148359,148360>
<148366,148367>
<14841,14842>
<148435,148436>
<148440,148441>
<148477,148478>
<148482,148483>
<14851,14852>
<148528,148529>
<148533,148534>
<148539,148540>
<148554,148555>
<148571,148572>
<148581,148582>
<148593,148594>
<148612,148613>
<148614,148615>
<148619,148620>
<148632,148633>
<148642,148643>
<148652,148653>
<148660,148661>
<148683,148684>
<148701,148702>
<148705,148706>
<148708,148709>
<148726,148727>
<148745,148746>
<14877,14878>
<148787,148788>
<148798,148799>
<148862,148863>
<148872,148873>
<148925,148926>
<148945,148946>
<148952,148953>
<148982,148983>
<149010,149011>
<149036,149037>
<149044,149045>
<149052,149053>
<149075,149076>
<149124,149125>
<149139,149140>
<149154,149155>
<149157,149158>
<149161,149162>
<149180,149181>
<149182,149183>
<149189,149190>
<149253,149254>
<149281,149282>
<149347,149348>
<149359,149360>
<149364,149365>
<149454,149455>
<149474,149475>
<149479,149480>
<149484,149485>
<149486,149487>
<149490,149491>
<149495,149496>
<149499,149500>
<149515,149516>
<149531,149532>
<149550,149551>
<149559,149560>
<149584,149585>
<149595,149596>
<149597,149598>
<149609,149610>
<149612,149613>
<149633,149634>
<149635,149636>
<149646,149647>
<149654,149655>
<149656,149657>
<149663,149664>
<149667,149668>
<149670,149671>
<149673,149674>
<149689,149690>
<149697,149698>
<149704,149705>
<149710,149711>
<149729,149730>
<149750,149751>
<149764,149765>
<149766,149767>
<149771,149772>
<149784,149785>
<14983,14984>
<149841,149842>
<149857,149858>
<149860,149861>
<149870,149871>
<149873,149874>
<149876,149877>
<149883,149884>
<149886,149887>
<149889,149890>
<149924,149925>
<149929,149930>
<149934,149935>
<149938,149939>
<149940,149941>
<149952,149953>
<149954,149955>
<149971,149972>
<149990,149991>
<150007,150008>
<150077,150078>
<150118,150119>
<150158,150159>
<150187,150188>
<150208,150209>
<150268,150269>
<150271,150272>
<150275,150276>
<150278,150279>
<150280,150281>
<150288,150289>
<15029,15030>
<150329,150330>
<150331,150332>
<150333,150334>
<150335,150336>
<150339,150340>
<150345,150346>
<150348,150349>
<150352,150353>
<150413,150414>
<15043,15044>
<150437,150438>
<150466,150467>
<150495,150496>
<150499,150500>
<150513,150514>
<150524,150525>
<15057,15058>
<150587,150588>
<150590,150591>
<150615,150616>
<150620,150621>
<150637,150638>
<150642,150643>
<15065,15066>
<150656,150657>
